,,,,,,,,,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C
Aluminium,Moulded,,,,,,,,AT4,BE4,BG5,HR2,CY4,CZ85,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES4,SE5,,MK5,RS3
Aluminium,Recycled,,,,,,,,AT4,BE4,BG5,HR2,CY4,CZ84,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES4,SE5,,MK5,RS3
Aluminium,Beverage,Composite,,,,,,,AT7,BE23,BG6,HR13,CY4,CZ91,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES4,SE5,,MK6,RS3
Aluminium,Beverage,Hazardous,,,,,,,AT4,BE22,BG5,HR13,CY4,CZ86,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK5,RS3
Aluminium,Beverage,Moulded,,,,,,,AT4,BE4,BG5,HR13,CY4,CZ87,,EE8,,,DE4,GR6,HU4,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES3,SE5,,MK5,RS3
Aluminium,Beverage,Recycled,,,,,,,AT4,BE4,BG5,HR13,CY4,CZ86,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES4,SE5,,MK5,RS3
Aluminium,Composite,Hazardous,,,,,,,AT7,BE22,BG6,HR2,CY4,CZ89,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Composite,Moulded,,,,,,,AT7,BE23,BG6,HR2,CY4,CZ90,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES4,SE5,,MK6,RS3
Aluminium,Composite,Recycled,,,,,,,AT7,BE23,BG6,HR2,CY4,CZ84,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES4,SE5,,MK6,RS3
Aluminium,Hazardous,Moulded,,,,,,,AT4,BE22,BG5,HR2,CY4,CZ85,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK5,RS3
Aluminium,Hazardous,Recycled,,,,,,,AT4,BE22,BG5,HR2,CY4,CZ84,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK5,RS3
Aluminium,Moulded,Recycled,,,,,,,AT4,BE4,BG5,HR2,CY4,CZ85,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES4,SE5,,MK5,RS3
Aluminium,Beverage,Composite,Hazardous,,,,,,AT7,BE22,BG6,HR13,CY4,CZ91,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Beverage,Composite,Moulded,,,,,,AT7,BE23,BG6,HR13,CY4,CZ92,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES3,SE5,,MK6,RS3
Aluminium,Beverage,Composite,Recycled,,,,,,AT7,BE23,BG6,HR13,CY4,CZ89,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES4,SE5,,MK6,RS3
Aluminium,Beverage,Hazardous,Moulded,,,,,,AT4,BE22,BG5,HR13,CY4,CZ87,,EE8,,,DE4,GR6,HU4,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES3,SE5,,MK5,RS3
Aluminium,Beverage,Hazardous,Recycled,,,,,,AT4,BE22,BG5,HR13,CY4,CZ86,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK5,RS3
Aluminium,Beverage,Moulded,Recycled,,,,,,AT4,BE4,BG5,HR13,CY4,CZ88,,EE8,,,DE4,GR6,HU4,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL6,ES3,SE5,,MK5,RS3
Aluminium,Composite,Hazardous,Moulded,,,,,,AT7,BE22,BG6,HR2,CY4,CZ90,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Composite,Hazardous,Recycled,,,,,,AT7,BE22,BG6,HR2,CY4,CZ89,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Composite,Moulded,Recycled,,,,,,AT7,BE23,BG6,HR2,CY4,CZ90,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES4,SE5,,MK6,RS3
Aluminium,Hazardous,Moulded,Recycled,,,,,,AT4,BE22,BG5,HR2,CY4,CZ85,,EE8,,,DE4,GR6,HU5,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK5,RS3
Aluminium,Beverage,Composite,Hazardous,Moulded,,,,,AT7,BE22,BG6,HR13,CY4,CZ92,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES3,SE5,,MK6,RS3
Aluminium,Beverage,Composite,Hazardous,Recycled,,,,,AT7,BE22,BG6,HR13,CY4,CZ91,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Beverage,Composite,Moulded,Recycled,,,,,AT7,BE23,BG6,HR13,CY4,CZ93,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL15,ES3,SE5,,MK6,RS3
Aluminium,Beverage,Hazardous,Moulded,Recycled,,,,,AT4,BE22,BG5,HR13,CY4,CZ88,,EE8,,,DE4,GR6,HU4,,,LV6,LT9,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES3,SE5,,MK5,RS3
Aluminium,Composite,Hazardous,Moulded,Recycled,,,,,AT7,BE22,BG6,HR2,CY4,CZ90,,EE8,,,DE7,GR6,HU3,,,LV7,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES4,SE5,,MK6,RS3
Aluminium,Beverage,Composite,Hazardous,Moulded,Recycled,,,,AT7,BE22,BG6,HR13,CY4,CZ93,,EE8,,,DE7,GR6,HU3,,,LV6,LT10,LU6,MT5,NL5,PL4,PT6,RO10,SK9,SL22,ES3,SE5,,MK6,RS3
Wood,,,,,,,,,AT9,BE17,BG7,HR7,CY8,CZ114,,EE6,,,DE8,GR9,HU7,,,LV4,LT12,LU15,MT6,NL7,PL5,PT7,RO11,SK11,SL8,ES16,SE8,,MK7,RS4
Wood,Beverage,,,,,,,,AT9,BE17,BG7,HR7,CY8,CZ115,,EE6,,,DE8,GR9,HU7,,,LV4,LT12,LU15,MT6,NL7,PL5,PT7,RO11,SK11,SL8,ES16,SE8,,MK7,RS4
Wood,Composite,,,,,,,,AT7,BE23,BG6,HR7,CY8,CZ116,,EE6,,,DE7,GR9,HU3,,,LV7,LT10,LU15,MT6,NL7,PL5,PT7,RO11,SK12,SL17,ES16,SE8,,MK6,RS4
Wood,Biodegradable,,,,,,,,AT11,BE17,BG7,HR7,CY8,CZ114,,EE6,,,DE8,GR9,HU7,,,LV4,LT12,LU15,MT6,NL7,PL5,PT7,RO11,SK11,SL8,ES16,SE8,,MK7,RS4
Wood,Beverage,Composite,,,,,,,AT7,BE23,BG6,HR7,CY8,CZ117,,EE6,,,DE7,GR9,HU3,,,LV4,LT10,LU15,MT6,NL7,PL5,PT7,RO11,SK12,SL17,ES16,SE8,,MK6,RS4
Wood,Beverage,Biodegradable,,,,,,,AT11,BE17,BG7,HR7,CY8,CZ115,,EE6,,,DE8,GR9,HU7,,,LV4,LT12,LU15,MT6,NL7,PL5,PT7,RO11,SK11,SL8,ES16,SE8,,MK7,RS4
Wood,Composite,Biodegradable,,,,,,,AT11,BE23,BG6,HR7,CY8,CZ116,,EE6,,,DE7,GR9,HU3,,,LV7,LT10,LU15,MT6,NL7,PL5,PT7,RO11,SK12,SL17,ES16,SE8,,MK6,RS4
Wood,Beverage,Composite,Biodegradable,,,,,,AT11,BE23,BG6,HR7,CY8,CZ117,,EE6,,,DE7,GR9,HU3,,,LV4,LT10,LU15,MT6,NL7,PL5,PT7,RO11,SK12,SL17,ES16,SE8,,MK6,RS4
Ceramics,,,,,,,,,AT8,BE21,BG8,-,CY8,-,,EE1,,,DE8,-,HU10,,,-,LT14,LU15,MT6,NL10,PL6,PT8,-,SK13,SL10,ES15,SE10,,-,RS5
Cork,,,,,,,,,-,BE18,BG8,-,CY8,CZ121,,EE10,,,DE8,-,HU10,,,-,LT14,LU17,MT6,NL10,PL6,PT8,-,SK13,SL11,ES16,SE11,,-,RS5
Textiles,,,,,,,,,AT10,BE23,BG8,HR8,CY8,CZ118,,EE10,,,DE8,-,HU9,,,-,LT14,LU15,MT6,NL10,PL6,PT8,-,SK13,SL9,ES17,SE9,,-,RS5
Textiles,Beverage,,,,,,,,AT10,BE23,BG8,HR8,CY8,CZ119,,EE10,,,DE8,-,HU9,,,-,LT14,LU15,MT6,NL10,PL6,PT8,-,SK13,SL9,ES17,SE9,,-,RS5
Plastic,,,,,,,,,AT5,BE15,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,,,,,,,,AT5,BE15,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,,,,,,,AT5,BE15,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Composite,,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Biodegradable,,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Hazardous,,,,,,,AT5,BE22,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Recycled,,,,,,,AT5,BE15,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Moulded,,,,,,,AT5,BE25,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Composite,,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Biodegradable,,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Hazardous,,,,,,AT5,BE22,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Recycled,,,,,,AT5,BE15,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Moulded,,,,,,AT5,BE25,BG1,HR10,CY8,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Composite,Biodegradable,,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Hazardous,,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Recycled,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Moulded,,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Biodegradable,Hazardous,,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Biodegradable,Recycled,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Biodegradable,Moulded,,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Hazardous,Recycled,,,,,,AT5,BE22,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Hazardous,Moulded,,,,,,AT5,BE22,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Recycled,Moulded,,,,,,AT5,BE25,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Hazardous,,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Recycled,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Moulded,,,,,AT7,BE25,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Biodegradable,Hazardous,,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Biodegradable,Recycled,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Biodegradable,Moulded,,,,,AT11,BE26,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Hazardous,Recycled,,,,,AT5,BE22,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Hazardous,Moulded,,,,,AT5,BE22,BG1,HR10,CY8,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Recycled,Moulded,,,,,AT5,BE25,BG1,HR10,CY8,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Composite,Biodegradable,Hazardous,,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Biodegradable,Recycled,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Biodegradable,Moulded,,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Composite,Hazardous,Recycled,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Hazardous,Moulded,,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Composite,Recycled,Moulded,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Biodegradable,Hazardous,Recycled,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Biodegradable,Hazardous,Moulded,,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Biodegradable,Recycled,Moulded,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Hazardous,Recycled,Moulded,,,,,AT5,BE22,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Hazardous,,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Recycled,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Moulded,,,,AT11,BE26,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Hazardous,Recycled,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Hazardous,Moulded,,,,AT7,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Recycled,Moulded,,,,AT7,BE25,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,CPF,Beverage,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Hazardous,Recycled,Moulded,,,,AT5,BE22,BG1,HR10,CY8,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Composite,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Composite,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Composite,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Composite,Hazardous,Recycled,Moulded,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Biodegradable,Hazardous,Recycled,Moulded,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Hazardous,Recycled,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Hazardous,Moulded,,,AT11,BE22,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Recycled,Moulded,,,AT11,BE26,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Hazardous,Recycled,Moulded,,,AT7,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG1,HR10,CY8,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,CPF,Composite,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,CPF,Beverage,Composite,Biodegradable,Hazardous,Recycled,Moulded,,AT11,BE22,BG6,HR10,CY8,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,HDPE,,,,,,,,AT5,BE15,BG1,HR9,CY6,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,,,,,,,AT5,BE15,BG1,HR10,CY6,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
